liste;ID;Titre;Sous-titre;Édition;Type;EAN;"Prix indicatif";Joueur(s);Durée;Age(s);Langues;Univers;Gamme(s);Catégorie(s);Thème(s);Mécanisme(s);Éditeur(s);Auteur(s);Illustrateur(s)
Famille;319;POW!;;2016;basegame;3421271114116;15,9;"2 — 5";20;8+;français,anglais;;POW!;"Jeu de dés,Jeu de plateau";Humour,Super-héros;"Stop ou encore";Gigamic;"Reiner Knizia";"Jonathan Aucomte"
Famille;1007;Poulettes;;2015;basegame;3770000904376;15;"2 — 6";10;7+;français,anglais,allemand,espagnol,italien,néerlandais,portugais;;Poulettes;"Jeu de Cartes";Animaux;Observation,Rapidité;"Blue Orange";"Lionel Borg";"Cyril Bouquet"
Ambiance;27047;"Portrait Robot";;2018;basegame;3760052143168;15;"3 — 6";30;10+;français;;"Portrait robot";"Jeu d'Ambiance,Jeu de Cartes";Humour;"Créativité & Imagination,Déduction,Mémorisation,Rapidité";"Cocktail Games";"Shigehito Ohtsubo";"Ivan Nikulin"
Famille;22800;"Poc !";;2018;basegame;3760032260823;16,5;"2 — 4";10;6+;français;;;"Jeu d'Ambiance";Animaux,Humour;"Adresse & Dextérité,Prise de risque";"Jeux Opla";"Alexandre Droit,Florent Toscano,Nicolas Bourgoin";"Tony Rochon"
Enfance;16993;PitchCar;;2003;basegame;3760093330039;49;"2 — 8";30;6+;français;;PitchCar;"Jeu D'Adresse,Jeu de plateau";Automobile,Course;"Adresse & Dextérité,Course,Parcours,Pichenette";Ferti;"Jean Du Poël";
Famille;8918;Pit;;2008;basegame;;20;"3 — 8";15;8+;français;;Pit;"Jeu de Cartes";Abstrait,Animaux,Humour;"Collection,Échange & Troc,Gestion de main,Rapidité";"Repos Production";"Edgar Cayce";"Olivier Fagnère"
Ambiance;3618;Pictomania;;2012;basegame;3760175510588;30;"3 — 6";25;9+;français;;Pictomania;;;"Créativité & Imagination,Déduction,Dessin,Observation,Rapidité";Iello;"Vlaada Chvátil";"Andreas Resch,Filip Murmak"
Rétro;41033;"Pictionary Pocket";;2014;basegame;;0;"4 — 8";60;12+;français;;Pictionary;"Jeu d'Ambiance";"Culture générale";Dessin,Observation,Semi-coopération;Mattel;;
Famille;1771;Pick-a-Pig;;2014;basegame;3760175511431;12;"1 — 5";15;8+;français;;Pick-a-...;"Jeu de Cartes";Animaux,Cochons;Observation,Rapidité;Iello;"Torsten Landsvogt";"Ari Wong,Jolly Thinkers"
Enfance;14910;"Pic' Pirate";;2004;basegame;5011666070288;0;"2 — 4";5;"3 — 8";français;;Pic';;Pirates;;Tomy;;
Famille;522;Picmix;;2016;basegame;3421271413714;12;"2 — 6";10;6+;français;;;"Jeu de Cartes";;;Gigamic;"Sébastien Decad";"Stéphane Escapa"
"Petite Enfance";27224;"Petits Magiciens!";;2009;basegame;4010168032672;35;"2 — 4";15;4+;français,anglais,allemand;;;"Jeu de plateau";"Animaux,Fantastique,Magie & Sorcellerie";"Déplacement,Jet De Dés,Mémorisation";Haba;"Alix-Kis Bouguerra,Christine Basler";"Antje Flad"
"Petite Enfance";29272;"Mes Premiers Jeux - Petit Ver Luisant";;2017;basegame;4010168233949;14,99;"1 — 3";"10 — 30";2+;français,anglais,allemand;;"Mes Premiers Jeux";"Jeu de plateau";Insectes;"Jet De Dés";Haba;;
Enfance;1073;"Le Petit Chaperon Rouge";;2015;basegame;3760175512667;23,9;"1 — 5";20;7+;français,anglais,italien,chinois;"Le Petit Chaperon Rouge";"Contes & Jeux";"Jeu de plateau";Animaux,Contes;"Coopération,Gestion de main,Parcours,Pioche,Semi-coopération,Stop ou encore";"Purple Brain";"Annick Lobet";"Jérémie Fleury"
"Ludique Educatif";36269;"le petit bac du prince de Motordu";;2016;basegame;8410446314296;19,8;"2 — 6";"15 — 20";"6 — 12";français;"Prince de Motordu";"Le Petit Bac";"Jeu de lettres";Humour;Vocabulaire;Nathan;;
Famille;32987;GrandBois;;2019;basegame;3770005902117;24,9;"2 — 4";30;8+;français;;;"Jeu de Cartes";Animaux,Fantastique;"Objectif secret,Placement de tuiles";"Origames,The Flying Games";"Frédéric Guérard";"Camille Chaussy"
"Ludique Educatif";28733;"Pas de Lézard";;2018;basegame;3770003715085;6,95;"2 — 8";30;8+;français;;;"Jeu d'Ambiance";Lettres;Observation,Rapidité;"Flip Flap Editions";"Claude Clément";
Enfance;40359;Papilio;;2014;basegame;4014888224409;24,9;"2 — 4";15;4+;français;;;"Jeu de plateau";Nature,Papillons;"Jet De Dés,Parcours";Beleduc;"Udo Peise";"Annika Sauerbor"
Famille;31;"Panic Island!";;2017;basegame;3760032260762,3770016789066;15;"1 — 8";"2 — 10";8+;français;;"Panic Island";"Jeu de Cartes";"Animaux,Les îles,Préhistoire,Survie,Volcans";"Coopération,Mémorisation,Observation,Rapidité,Temps réel";OldChap;"Antonin Boccara";"Michel Verdu"
"Petite Enfance";28969;"les P'tits Bateaux";;2017;basegame;8410446314258;8,5;"2 — 4";10;5+;français;;;"Jeu de Cartes";Maritime,Pirates;"Classement,Course,Gestion de main";Nathan;"Marie Chaplet,Steffanie Yeakle";"Deborah Pinto"
Enfance;31595;"Où est Charlie ?";"Le Jeu";2012;basegame;4005556265695;22,9;"2 — 4";15;5+;français;;"Où est Charlie ?";"Jeu de plateau";"Transport & voyage";Observation,Parcours;Ravensburger;;
Enfance;29571;"Oh my Gold !";;2019;basegame;3664824000386;8,9;"2 — 4";30;5+;français,anglais,allemand;;;"Jeu de dés";Animaux,Pirates;"Combinaison,Jet De Dés";"Blue Orange";"Marie Fort,Wilfried Fort";Stivo
"Petite Enfance";27158;Octopus;;2018;basegame;;24,95;"2 — 4";30;"3 — 7";français;;;"Jeu de plateau";Maritime,Pieuvres;Coopération;Djeco;;
Enfance;19195;"Nom d'un renard !";;2017;basegame;7640142762010;25;"2 — 4";20;5+;français;;"Nom d'un renard !";"Jeu D'Enquête,Jeu de plateau";"Animaux,Enquêtes & Mystères,Polar,Poules,Renards";"Chance & Hasard,Coopération,Déduction,Déplacement,Élimination,Jet De Dés,Logique,Mouvement de point à point";"Game Factory";"Marisa Peña,Shanon Lyon";"Mélanie Grandgirard"
Enfance;14751;Monza;;2004;basegame;3262190590106,4010168044163,4010168221205;16;"2 — 6";15;5+;français,anglais,allemand,espagnol;;Monza;"Jeu de plateau";Automobile,Course;"Course,Jet De Dés";Haba;"Jürgen P.k. Grunau";"Haralds Klavinius"
Ambiance;6927;"Déclic !?";;2010;basegame;3760093330275;11;"3 — 8";20;8+;français;;"Déclic !?";"Jeu d'Ambiance,Jeu de Cartes";"Culture générale";"Association d'idées,Choix multiples,Choix simultanés,Questions & Réponses,Rapidité";Ferti;"Julien Sentis";Piérô
Enfance;1409;Minuscule;;2014;basegame;3770000010213;14,9;"2 — 6";20;5+;français;;Minuscule;"Jeu de Cartes";Animaux,Course,Insectes;"Course,Déduction,Déplacement,Jeu caché,Pari,Prise de risque";"Bombyx,Moonster Games";"Juhwa Lee";
Famille;1759;Minivilles;;2014;basegame;3558380023418;25;"2 — 4";30;7+;français;;"Machi Koro";"Jeu de Cartes,Jeu de dés";Commerce,Construction,Immobilier,Ville;"Chance & Hasard,Combinaison,Gestion,Jet De Dés";"Moonster Games";"Masao Suganuma";"Ian Parovel,Noboru Hotta"
Ambiance;1645;"Mimtoo Famille";;2014;basegame;3760052141591;13;"4 — 10";15;6+;français;;Mimtoo;"Jeu d'Ambiance";Humour;"Combinaison,Créativité & Imagination,Mime";"Cocktail Games";"Nicolas Bourgoin";"Stéphane Gantiez"
Ambiance;4043;Mimtoo;;2012;basegame;3760005214095,3760052140952,3760052142741;13;"4 — 10";25;7+;français;;Mimtoo;"Jeu d'Ambiance,Jeu de Cartes";Humour;"Association d'idées,Équipes,Mime,Temps réel";"Cocktail Games";"Nicolas Bourgoin";"Stéphane Gantiez"
Famille;2734;"Mille Sabords !";;2013;basegame;3421272109517;15,9;"2 — 5";30;8+;français;;"Mille Sabords !";"Jeu de dés";Pirates;"Combinaison,Gestion de main,Jet De Dés,Pouvoir,Prise de risque,Stop ou encore";Gigamic;"Haim Shafir";"Jose Pedro"
Famille;947;"Dr. Eureka";;2015;basegame;3664824001291,3770000904383;25;"1 — 4";15;6+;français;;"Dr. Eureka";Casse-tête;Sciences;"Adresse & Dextérité,Combinaison,Gestion de main,Logique";"Blue Orange";"Roberto Fraga";"Stéphane Escapa"
Famille;1440;"King's Gold";;2014;basegame;3770000904277;15;"2 — 6";15;8+;français,anglais,allemand,espagnol,italien,portugais;;"King's Gold";"Jeu de dés";Pirates;"Chance & Hasard,Combinaison,Jet De Dés";"Blue Orange";"Stéphane Maurel";Piérô
Famille;22923;Kikafé?;;2018;basegame;3664824000058;9,9;"3 — 6";15;6+;français;;Kikafé?;"Jeu d'Ambiance,Jeu de Cartes";Animaux,Caca;Défausse,Mémorisation,Rapidité;"Blue Orange";"Jonathan Favre-Godal";"Steeve Augier"
Famille;8663;Kaleidos;;2008;basegame;3760052140488;35;"2 — 12";60;10+;français;;Kaleidos;"Jeu de lettres";Lettres,Vocabulaire;"Association d'idées,Équipes,Observation,perception visuelle,Rapidité,Simultanéité,Temps réel";"Cocktail Games,Ystari Games";"Angelo Zucca,Elena Prette,Marianna Fulvi,Spartaco Albertarelli";"Elena Prette,Marianna Fulvi"
Rétro;5396;"Mic Mac Mots";;2009;basegame;3700371965102;24,9;"2 — 10";20;7+;français;;;"Jeu de lettres";;Équipes;"Fnac Éveil&jeux,Play Bac";;
Enfance;1337;Menhirs;;2015;basegame;4010168209920;6;"2 — 4";15;7+;français;;ROX;"Jeu de Cartes";Couleurs,Druides,Monuments;"Combinaison,Temps réel";Haba;"Günter Burkhardt";"Franz Vohwinkel"
"Ludique Educatif";41284;"Méli-Mélo - Les Mots s'en Mêlent";;2016;basegame;3770005517007;12;"1 — 6";30;7+;français;;Méli-Mélo;"Jeu de Cartes";;Mémorisation,Vocabulaire;"Lily Poule";;
"Ludique Educatif";22438;"La Marche des Pingouins";;2015;basegame;5414301518051;9;Solo;15;5+;français;;"Travel Magnetic Games";"Casse-tête,Jeu de plateau,Jeu de tuiles";"Abstrait,Animaux,Formes,Pingouins & Manchots";"Construction,Déduction,Défis,Logique,perception visuelle,Placement de tuiles,Puzzle,Réflexion,Solo";"Smart Games";"Raf Peeters";
Enfance;3532;"Le manoir des Sorcières";;2012;basegame;3421272109111;32;"2 — 4";20;4+;français;;"Le manoir des sorcières";"Jeu de plateau";"Magie & Sorcellerie";"Adresse & Dextérité";"Drei Magier Spiele,Gigamic";"Klaus Kreowski";"Rolf Vogt"
Enfance;1408;"Mange-moi si tu peux!";;2014;basegame;3760175511875;15;"3 — 6";20;6+;français;;"Mange-moi si tu peux!";"Jeu de Cartes";Animaux,Cochons,Contes,Loups;"Bluff,Choix simultanés,Déduction";"Purple Brain";"Junichi Sato,Kunpu";"Mathieu Leyssenne"
Enfance;20775;"Au pays des petits dragons";;2016;basegame;4010168218397;0;"2 — 4";10;3+;français,anglais,allemand;;"Au pays des petits dragons";"Jeu de plateau";Fantastique;"Course,Jet De Dés";Haba;"Janina Görrisen";"Felix Leicht"
Enfance;6428;Magique!;;2009;basegame;;0;"2 — 4";10;6+;français;;;"Jeu de Cartes";"Magie & Sorcellerie";;Haba;"Anja Wrede,Christoph Cantzler";"Anja Wrede"
"Petite Enfance";4641;"Ma Boîte à réactions : Monsieur Madame";;2011;basegame;;15;"2 — 6";10;4+;français;"Monsieur Madame";;"Jeu de Cartes";;;"Abysmile,Abysse Corp";;"Roger Hargreaves"
Ambiance;18179;"Les Loups-Garous de Thiercelieux";;2001;basegame;3558380000709;10,5;"8 — 18";30;8+;français;;"Les Loups-Garous de Thiercelieux";"Jeu d'Ambiance,Jeu de Cartes";"Fantastique,Loups-garous,Médiéval,Monstres & Créatures";"Bluff,Déduction,Élimination,Narration,Objectif secret,Rôle secret,Vote";Lui-Même;"Hervé Marly,Philippe Des Pallières";"Alexios Tjoyas"
Expert;32047;"Little Town";;2019;basegame;3760175516108;26,5;"2 — 4";45;10+;français;"Little Town";"Little Town";"Jeu de plateau";Construction,Médiéval,Ville;"Construction,Gestion de ressources,Placement d'ouvriers,Placement de tuiles";Iello;"Aya Taguchi,Shun,Shun Taguchi";"Aya Taguchi,Sabrina Miramon"
"Petite Enfance";27161;"Little Collect";;2018;basegame;3070900085589;17,9;Duo;10;"2 — 5";français,anglais,allemand,espagnol;;"Little Djeco";"Jeu de plateau";"Animaux,Fruits & légumes,Lapins";Collection;Djeco;Babayaga;"Nathalie Choux"
Famille;1446;Korrigans;;2014;basegame;3760146642164;38;"2 — 5";45;8+;français,anglais,allemand,néerlandais,chinois;;Korrigans;"Jeu de plateau";Mythologie;Course,Déplacement;Ilopeli,Matagot;"Arnaud Urbon,Ludovic Vialla";"Olivier Fagnère"
"Ludique Educatif";20437;"Lièvres & Renards";;2017;basegame;5414301519942;16,5;Solo;"5 — 15";7+;français;;"Lièvres & Renards";"Casse-tête,Jeu de plateau,Puzzle";Abstrait,Animaux;"Déduction,Défis,Logique,Observation,perception visuelle,Puzzle,Réflexion,Solo";"Smart Games";"Raf Peeters";
Famille;397;Kingdomino;;2016;basegame;3770000904406;22;"2 — 4";15;8+;français,anglais,allemand,espagnol,italien,néerlandais,portugais,russe;Kingdomino;Kingdomino;"Jeu de tuiles";Médiéval;"Cascade De Dominos,Combinaison,Construction,Placement de tuiles";"Blue Orange";"Bruno Cathala";"Cyril Bouquet"
Famille;19261;Queendomino;;2017;standalone;3770000904918;27;"2 — 4";30;8+;français;Kingdomino;Kingdomino,Queendomino;"Jeu de tuiles";Médiéval;"Cascade De Dominos,Combinaison,Construction,Draft,Placement de tuiles";"Blue Orange";"Bruno Cathala";"Cyril Bouquet"
Famille;19277;Kingdomino;"Version Géante";2017;basegame;3770000904666;55;"2 — 4";15;8+;français;Kingdomino;Kingdomino;"Jeu de tuiles";Médiéval;"Cascade De Dominos,Placement de tuiles";"Blue Orange";"Bruno Cathala";"Cyril Bouquet"
Famille;19996;"Kingdom Run";;2018;basegame;3460008426887,3760008426062;15;"2 — 4";15;7+;français,anglais,espagnol;;;"Jeu de dés,Jeu de plateau";Animaux;"Course,Jet De Dés,Parcours,Plateau modulaire,Pouvoir";Ankama;"Eric Claverie";"Jiahui Eva Gao"
Expert;575;"King of Tokyo";;2016;basegame;3760175513152;32;"2 — 6";30;8+;français;"King of Tokyo";"King of Tokyo";"Jeu de Cartes,Jeu de dés,Jeu de plateau";"Asie,Japon,Monstres & Créatures,Science-fiction,Tokyo,Ville";"Affrontement Direct,Chance & Hasard,Combinaison,Élimination,Gestion de main,Jet De Dés,Pouvoir";Iello;"Richard Garfield";"Anthony Wolff,Igor Polouchine,Jean-Baptiste Reynaud,Régis Torres,Romain Gaschet"
Ambiance;36811;"Kiki va sortir les poubelles?";;2020;basegame;3760285110500;12;"3 — 8";14;12+;français;;;"Jeu d'Ambiance";"Humour,Vie quotidienne";"Argumentation,Créativité & Imagination";"Le Droit De Perdre";"Antoni Guillen,Jean Pineau";"Mathieu Clauss"
Famille;20037;Karuba;;2016;basegame;4010168215525;34;"2 — 4";"30 — 40";8+;français,anglais,allemand,néerlandais;;Karuba;"Jeu de plateau,Jeu de tuiles";Aventure,Jungle;"Choix simultanés,Connexion,Course,Parcours,Placement de tuiles";Haba;"Rüdiger Dorn";"Claus Stephan"
Enfance;1470;"Kaleidos Junior";;2014;basegame;3760052141324;30;"2 — 12";30;6+;français,anglais,allemand,espagnol,italien,néerlandais,coréen;;Kaleidos;"Jeu de lettres";Lettres;"Association d'idées,Équipes,Observation,perception visuelle,Rapidité,Simultanéité,Temps réel";"Cocktail Games";"Elena Prette,Spartaco Albertarelli";"Elena Prette"
Ambiance;25929;"Just One";;2018;basegame;5425016922569;18;"3 — 7";30;8+;français;;"Just One";"Jeu d'Ambiance";Lettres,Vocabulaire;Coopération,Déduction;"Repos Production";"Bruno Sautter,Ludovic Roudy";"Éric Azagury,Florian Poullet"
Enfance;25700;"Jungle Trip";;2018;basegame;;8,95;"2 — 5";30;5+;français;;;"Jeu de Cartes";Animaux,Jungle,Madagascar;Bluff;Piatnik;"Brad Ross";
"Petite Enfance";24795;"Le Jeu des Nains";;2005;basegame;4003332030413;0;"2 — 8";5;3+;français;;"Le Jeu des Nains";"Jeu de Cartes,Jeu de dés";Couleurs,Vêtements;"Jet De Dés,Observation";"Selecta Spielzeug";"Heinz Meister";"Barbara Kinzebach"
Expert;7107;Jamaïca;;2010;basegame;7640131630030;38;"2 — 6";40;8+;français;;Jamaica;"Jeu de plateau";Course,Pirates;"Affrontement Direct,Choix simultanés,Course,Déduction,Parcours";Gameworks;"Bruno Cathala,Malcolm Braff,Sébastien Pauchon";"Mathieu Leyssenne"
"Ludique Educatif";31081;"IQ Xoxo";;2016;basegame;5414301518594;10;Solo;5;6+;français;;IQ;Casse-tête;Abstrait;Déduction,Défis,Logique,Solo;"Smart Games";"Raf Peeters";
"Ludique Educatif";22221;"IQ Blox";;2014;basegame;;9,99;1+;10;6+;français;;IQ;Casse-tête;Abstrait;Déduction,Défis,Logique,Solo;"Smart Games";"Raf Peeters";
Rétro;5641;"Les Incollables - Le jeu !";;2010;basegame;4005556265268;35;"2 — 6";30;6+;français;;"les incollables";"Jeu De Connaissances";"Culture générale";"Questions & Réponses";Ravensburger;;
Famille;630;Imagine;;2016;basegame;3760052142000,3760052142918;22;"3 — 8";30;12+;français,anglais;;Imagine;"Jeu de Cartes";"Abstrait,Culture générale";"Association d'idées,Combinaison,Créativité & Imagination,Déduction";"Cocktail Games,Moonster Games";"Hiromi Oikawa,Motoyuki Ohki,Shingo Fujita";"Shintaro Ono"
Enfance;548;"Ice Cool";;2017;basegame;4751010195168,4751010195465;35;"2 — 4";30;6+;français,anglais,néerlandais;"Ice Cool";"Ice Cool";"Jeu D'Adresse,Jeu de pions,Jeu de plateau";"Animaux,Pingouins & Manchots,Scolarité";"Adresse & Dextérité,Capture,Chance & Hasard,Collection,Déplacement,Parcours,Pichenette,Pioche";"Brain Games";"Brian Gomez";"Reinis Pētersons"
Enfance;27412;Hexenkuche;;2015;basegame;;0;"2 — 4";15;4+;français,anglais,allemand,espagnol;;;"Jeu de plateau";"Magie & Sorcellerie";"Jet De Dés,Mémorisation";Beleduc;;
"Petite Enfance";6515;"Halli Galli junior";;2008;basegame;3421272100217;16;"2 — 4";15;4+;français;;"Halli Galli";"Jeu de Cartes";Cirque,Clowns;"Adresse & Dextérité,Choix simultanés";"Amigo Spiele,Gigamic";"Haim Shafir";
Enfance;18115;"Halli Galli";;2008;basegame;;16;"2 — 6";30;6+;français;;"Halli Galli";"Jeu de Cartes";"Fruits & légumes";Calcul,Rapidité;"Amigo Spiele,Gigamic";"Haim Shafir";
"Ludique Educatif";1810;"Gruyère Party";;2014;basegame;5414301517412;9,9;Solo;"5 — 15";6+;français;;"Travel Magnetic Games";"Casse-tête,Jeu de tuiles";Alimentation,Animaux,Souris;"Construction,Déduction,Défis,Logique,Magnétique,perception visuelle,Placement de tuiles,Réflexion,Solo";"Smart Games";"Raf Peeters";
Enfance;13870;"Grouille Grenouille";;2015;basegame;;25;"2 — 4";20;7+;français;;"Grouille Grenouille";"Jeu de plateau";Animaux;Course,Stratégie;Gigamic;"Adam Kaluza";"Piotr Socha"
Famille;1202;"Gravity Maze";;2015;basegame;5425004735331;28;Solo;3;8+;français;;;Casse-tête;;Logique;Thinkfun;;
"Ludique Educatif";41280;"Gomme, Crayon, Ciseaux !";;2020;basegame;8410446315545;10,9;"2 — 4";30;6+;français;;;;Lettres;"Expression,Gestion de main,Vocabulaire";Nathan;;"Laurent Audouin"
Enfance;1642;Gloobz;;2014;basegame;3421271401414;20;"2 — 6";20;6+;français,anglais,allemand,espagnol,italien,néerlandais,polonais,russe;;;"Jeu D'Adresse";"Humour,Monstres & Créatures";"Adresse & Dextérité,Observation,Rapidité";Gigamic;"Alexandre Droit";"Maxim Cyr"
Enfance;20050;"Gare à la toile";;2015;basegame;3421272111916;35;"2 — 4";20;6+;français;;Spinderella;"Jeu de plateau";Animaux,Araignées,Course,Insectes;"Adresse & Dextérité,Course";Gigamic;"Roberto Fraga";"Doris Matthäus"
"Petite Enfance";1889;"Fun Farm";;2014;basegame;3760175511172;25;"2 — 10";15;6+;français;;"Fun Farm";;Animaux,Humour;"Chance & Hasard,Jet De Dés,Observation,Rapidité";"Iello,Post Scriptum";"Luca Bellini";"Erika Signini,Paolo Vallerga"
Enfance;328;"La Forêt Mystérieuse";;2016;basegame;3760175513435;25;"2 — 4";20;6+;français;;;"Jeu de Cartes,Jeu de plateau";"Aventure,Bande dessinée";"Affrontement Direct,Chance & Hasard,Coopération,Exploration,Jet De Dés,Mémorisation,Parcours";"Iello,Purple Brain";"Carlo A. Rossi";"Daniel Lieske"
Famille;34176;"Flash 8";;2019;basegame;0807658000877;22;"1 — 4";15;7+;français;;;"Casse-tête,Jeu d'Ambiance";Abstrait,Ville;Alignement,Course,Logique,Rapidité,Réflexion;"Le Scorpion Masqué";"Joan Dufour";"Sabrina Miramon"
Expert;400;"Flamme Rouge";"Partagez le frisson de la course";2016;basegame;3421272315314;40;"2 — 4";30;8+;français;;"Flamme Rouge";"Jeu de plateau";Course,Cyclisme,Sports;"Card-driven,Choix simultanés,Course,Gestion de main,Parcours,Plateau modulaire";Gigamic;"Asger Harding Granerud";"Jere Kasanen,Ossi Hiekkala"
Ambiance;33071;"Fiesta De Los Muertos";;2019;basegame;3760032260120;22,5;"4 — 8";15;12+;français;;"Fiesta de los muertos";"Jeu d'Ambiance";"Culture générale,Lettres,Mexique,Mort";"Communication Restreinte,Coopération,Déduction,Vote";OldChap;"Antonin Boccara";"Margo Renard,Michel Verdu"
Famille;19497;Feelinks;;2017;basegame;3770000282368;27;"3 — 8";30;8+;français,anglais,néerlandais;;Feelinks;"Jeu de Cartes";Arts,Émotions;"Choix simultanés,Déduction,Équipes";"Act In Games";"Jean-Louis Roubira,Vincent Bidault";"Franck Chalard"
"Ludique Educatif";18921;"Face à Face";;2017;basegame;3770003715054;7,5;"2 — 8";15;7+;français;;;"Jeu de Cartes";;;"Flip Flap Editions";"Nicolas Walther";"Marie-Gabrielle Verdoni"
Enfance;27039;"Escargots… Prêts ? Partez !";;2018;basegame;4010168237589;22,99;"2 — 4";15;5+;français,anglais,allemand,espagnol,italien,néerlandais;;"Escargots… Prêts ? Partez !";"Jeu de dés";Course,Escargots;"Jet De Dés";Haba;"Marie Fort,Wilfried Fort";"Gabriela Silveira"
"Petite Enfance";20592;"Drôles de lutins !";;2015;basegame;4010168215150;20;"2 — 4";15;4+;français;;;"Jeu de plateau";Mythologie;Réflexion,Toucher;Haba;"Hans Baumgartner";"Thies Schwarz"
"Ludique Educatif";556;"Drôle de numéro";;2016;basegame;3770003715047;7,5;"2 — 8";10;8+;français;;;"Jeu de Cartes";;;"Flip Flap Editions";"Cyril Blondel,Sébastien Decad";"Marie-Gabrielle Verdoni"
